2025-01-21 16:12:41,938 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-07 12:52:41,007 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 13:12:13,869 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 13:14:20,780 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 13:14:23,937 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 13:19:09,119 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:15:28,012 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:15:31,020 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:20:32,308 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-07 14:20:32,314 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:20:32,315 | MainThread   | [INFO    ] | exit_handler        |: Gracefully Exiting
2025-02-07 14:20:32,503 | MainThread   | [WARNING ] | __del__             |: Could not delete BaseBLEController instance before exiting
2025-02-07 14:20:36,994 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-07 14:20:36,994 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-02-07 14:20:36,994 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:20:40,355 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:26:25,389 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 14:26:28,584 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:26:55,816 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:26:58,741 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:27:52,540 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:34:57,111 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:35:00,159 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:36:55,253 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:37:12,935 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:37:15,916 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:37:34,805 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:39:28,428 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:39:31,622 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:41:10,418 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:41:19,816 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:41:24,817 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:45:01,017 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:45:05,082 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:45:08,257 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:46:50,339 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:47:00,605 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:47:05,781 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:48:04,349 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:48:09,960 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:48:21,067 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:50:19,719 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 14:51:11,538 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 14:51:21,641 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 14:51:29,195 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:52:31,164 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:52:34,203 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:54:25,839 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 14:57:27,832 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 14:57:34,953 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 14:58:30,966 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 15:03:02,527 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 15:03:13,812 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 15:03:18,988 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 15:11:17,560 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 15:11:55,148 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 15:11:58,179 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 15:12:49,686 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 15:17:55,095 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 15:18:15,765 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 15:18:18,895 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 15:56:03,621 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 15:57:45,048 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 15:57:48,092 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:04:48,765 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:08:28,693 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:08:31,934 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:11:46,454 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:13:21,085 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:13:24,283 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:14:22,241 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:14:33,834 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:14:36,943 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:16:37,546 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 16:16:38,561 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:16:50,665 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:16:53,896 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:21:05,089 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-07 16:32:45,145 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:33:06,232 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:33:09,323 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:37:11,903 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:41:24,666 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:41:27,873 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:42:23,809 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:48:10,161 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:48:13,369 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:48:38,242 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:48:50,626 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:48:53,686 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:54:06,002 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:54:31,836 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:54:35,025 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 16:56:28,965 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 16:56:43,124 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 16:56:46,335 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 17:02:05,114 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 17:02:15,991 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 17:02:21,438 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 17:04:43,676 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-07 17:04:56,181 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-07 17:04:59,418 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-07 17:07:28,519 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:25:01,041 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:25:04,280 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:29:06,373 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-10 14:29:06,377 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:29:06,377 | MainThread   | [INFO    ] | exit_handler        |: Gracefully Exiting
2025-02-10 14:29:15,487 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-10 14:29:15,490 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-02-10 14:29:15,491 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:29:20,694 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:35:24,031 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:38:14,420 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:38:17,398 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:41:04,643 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:41:18,607 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:41:21,780 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:44:03,486 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:44:23,768 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:44:26,732 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:44:44,726 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:45:05,573 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:45:09,210 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:47:22,232 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 14:47:25,151 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 14:48:13,422 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:48:57,457 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:49:00,427 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:50:21,514 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 14:50:40,643 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 14:50:43,986 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 14:57:01,142 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 14:59:48,405 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 15:00:05,835 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:00:08,862 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 15:04:56,300 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 15:05:13,968 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:05:17,113 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 15:08:00,720 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 15:08:24,588 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:08:27,735 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 15:10:12,568 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 15:10:16,912 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:10:30,042 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:10:35,297 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 15:12:49,525 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 15:14:45,227 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:14:48,320 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 15:15:02,562 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 15:15:03,524 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 15:15:13,699 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 15:15:18,873 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 15:38:43,372 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 16:19:44,559 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 16:19:47,512 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 16:40:30,074 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 23:27:24,028 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 23:27:27,014 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 23:28:38,165 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 23:28:50,970 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 23:28:54,046 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 23:29:42,920 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 23:29:53,960 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 23:29:58,906 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 23:30:41,022 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 23:30:46,800 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 23:30:57,974 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-10 23:31:00,592 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-10 23:38:02,379 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-10 23:38:59,110 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-10 23:39:02,441 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-11 00:59:04,481 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-11 15:08:47,262 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-11 15:08:47,263 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-02-11 15:08:47,263 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:09:05,519 | MainThread   | [ERROR   ] | _connect            |: disconnected
2025-02-11 15:09:06,526 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2025-02-11 15:09:06,530 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:09:31,839 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:10:04,351 | MainThread   | [ERROR   ] | _connect            |: disconnected
2025-02-11 15:10:05,359 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2025-02-11 15:10:05,364 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:11:43,367 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:12:03,433 | MainThread   | [ERROR   ] | _connect            |: disconnected
2025-02-11 15:12:04,441 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2025-02-11 15:12:04,444 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:13:13,592 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-11 15:13:16,762 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-11 15:14:38,366 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 13:58:42,889 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-02-24 13:58:42,889 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-02-24 13:58:42,890 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 13:59:15,507 | MainThread   | [ERROR   ] | _connect            |: disconnected
2025-02-24 13:59:16,515 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2025-02-24 13:59:16,519 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 13:59:51,782 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 13:59:54,915 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-24 14:00:44,001 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 14:00:51,606 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:01:21,218 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:02:04,785 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:02:10,006 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-24 14:02:31,208 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 14:02:50,172 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:03:43,686 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:03:46,759 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-24 14:04:02,663 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 14:07:42,866 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:07:46,097 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-24 14:08:02,239 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 14:10:19,213 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:10:22,312 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-24 14:10:37,150 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 14:12:02,517 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:12:05,571 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-02-24 14:12:22,166 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-02-24 14:13:04,736 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:13:17,923 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-02-24 14:13:21,179 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
