2025-03-09 15:19:57,612 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:23:06,914 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:23:43,174 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:23:46,207 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 19:24:27,536 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-24 19:26:54,766 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:27:32,115 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:27:35,200 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 19:32:03,815 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:33:31,263 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:33:38,740 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 19:46:02,062 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:46:38,381 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:46:41,352 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 19:52:57,339 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:53:18,687 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:53:21,674 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 19:56:12,568 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:56:31,756 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:56:34,638 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 19:58:24,446 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 19:58:39,785 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 19:58:43,249 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:00:34,935 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:00:53,011 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:00:56,117 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:02:15,089 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:02:41,866 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:02:44,958 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:03:23,235 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:03:31,167 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:03:34,249 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:16:27,528 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-24 20:16:52,681 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:17:14,644 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:17:17,753 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:30:42,570 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:30:57,112 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:31:00,077 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:32:17,368 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:36:41,846 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:36:44,903 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:38:49,799 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:39:54,360 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:39:57,357 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:49:58,912 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:51:11,525 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:51:16,538 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:52:58,272 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:53:22,355 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:53:25,359 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 20:57:10,100 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 20:57:21,791 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 20:57:24,792 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:10:02,449 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:10:31,494 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:10:34,587 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:13:42,952 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:14:00,161 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:14:03,475 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:14:24,411 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:14:27,460 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:14:42,584 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:14:56,762 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:14:59,816 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:24:07,277 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:25:20,516 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:25:27,799 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:37:00,181 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-24 21:37:01,309 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:37:03,638 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:37:19,512 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:37:22,633 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:39:58,177 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:40:05,103 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:40:19,469 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:40:22,426 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:42:09,552 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:42:25,169 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:42:28,601 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:47:15,425 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:48:53,324 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:49:02,288 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:49:43,689 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:49:56,537 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:49:59,677 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 21:51:52,775 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 21:52:00,741 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 21:52:10,777 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 22:08:38,040 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 22:08:49,956 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 22:08:55,889 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 22:13:03,593 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 22:15:49,860 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 22:15:52,881 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 22:23:02,569 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 22:23:56,372 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 22:24:01,910 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 22:24:08,121 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-24 22:25:01,505 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-24 22:25:04,550 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-24 22:27:44,802 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-25 15:59:14,165 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-03-25 15:59:14,165 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-03-25 15:59:14,166 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-25 15:59:17,154 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-25 16:01:21,290 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-25 16:06:42,018 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-25 16:06:45,111 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-03-25 16:07:30,776 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-03-25 16:08:59,249 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-03-25 16:09:03,383 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:38:30,355 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-04-06 20:38:30,356 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-04-06 20:38:30,356 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:38:34,512 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:38:57,552 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 20:39:07,466 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:39:10,629 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:39:29,017 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 20:39:38,944 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:39:42,278 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:42:49,360 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 20:46:10,138 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:46:27,935 | MainThread   | [ERROR   ] | _connect            |: disconnected
2025-04-06 20:46:28,942 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2025-04-06 20:46:28,943 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:46:46,998 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-04-06 20:46:55,456 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-04-06 20:47:12,392 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-04-06 20:47:12,395 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2025-04-06 20:47:12,396 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2025-04-06 20:47:15,799 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=1, releaselevel='final', serial=0)
2025-04-06 20:47:15,799 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-14.1-arm64-arm-64bit-Mach-O
2025-04-06 20:47:15,799 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:47:48,858 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:48:21,338 | MainThread   | [ERROR   ] | _connect            |: disconnected
2025-04-06 20:48:22,344 | MainThread   | [WARNING ] | connect             |: Attempting to connect again...
2025-04-06 20:48:22,345 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:50:14,426 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:50:17,371 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:50:46,827 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 20:50:56,103 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:51:02,791 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:55:57,182 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 20:57:51,382 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 20:57:59,152 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 20:58:50,292 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:00:39,718 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:00:42,709 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:03:53,948 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:04:15,710 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:04:18,705 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:06:58,145 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:07:18,277 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:07:22,032 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:07:41,806 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:07:53,134 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:07:56,141 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:08:18,673 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:08:26,972 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:08:32,411 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:11:08,625 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:11:20,567 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:11:26,618 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:13:33,639 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:13:49,719 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:13:52,846 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:15:24,457 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:15:53,925 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:15:56,950 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:16:27,493 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:20:34,991 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:20:37,931 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:23:04,575 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:23:25,085 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:23:28,061 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:24:00,992 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:25:39,251 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:25:42,132 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:26:12,006 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:29:00,936 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:29:04,782 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:29:34,309 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:29:44,773 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:29:49,152 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:30:10,683 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:33:23,632 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:33:26,653 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:33:42,586 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:33:59,771 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:34:03,164 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:34:24,516 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:36:04,775 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:36:08,084 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:40:20,860 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:41:53,633 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:41:57,105 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:47:24,499 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:47:57,858 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:48:01,280 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:48:45,447 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:48:58,965 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:49:01,939 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:51:42,952 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:52:22,358 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:52:27,713 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:52:36,916 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:54:36,446 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:54:39,442 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 21:54:48,474 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 21:56:31,605 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
2025-04-06 21:56:34,553 | MainThread   | [INFO    ] | _connect            |: Connected to C0:81:8D:26:04:64
2025-04-06 22:00:50,363 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 1EFFEDB9-73BA-9396-D724-47E443C12C76
2025-04-06 22:03:37,223 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:81:8D:26:04:64
